0	0.0082
11	-0.0736
22	0.3409
33	0.0882
44	-0.4536
55	0.2291
66	0.3045
77	0.0473
88	-0.2091
99	-0.0845
110	0.0555
121	-0.0327
132	0.0109
143	0.2036
154	0.2945
165	0.1036
176	0.0409
187	0.0909
198	0.0482
209	0.0927
220	0.3082
231	0.1918
242	0.3409
253	0.1127
264	0.2445
275	-0.1045
286	0.2500
297	-0.1573
308	-0.2155
319	0.1664
330	0.3364
341	0.4791
352	-0.0600
363	-0.1591
374	0.0991
385	-0.1327
396	0.0964
407	0.3536
418	0.1591
429	0.1164
440	0.0891
451	0.2991
462	0.1027
473	-0.1991
484	0.0291
495	0.1000
506	0.1755
517	0.0845
528	0.0082
539	-0.0127
550	0.0955
561	0.1364
572	0.1491
583	-0.0091
594	0.2164
605	-0.0764
616	-0.0864
627	0.1327
638	0.1191
649	0.0336
660	0.1536
671	-0.0509
682	-0.0645
