0	-0.0409
11	0.4464
22	0.3118
33	0.3455
44	0.7536
55	0.3036
66	-0.1400
77	-0.0055
88	0.5018
99	0.4964
110	0.0236
121	-0.0236
132	0.0918
143	0.0455
154	0.2518
165	1.0464
176	0.6882
187	0.7918
198	1.1155
209	0.4745
220	0.3718
231	-0.5800
242	-0.0564
253	-0.5245
264	-0.0591
275	-0.4218
286	0.0336
297	-0.1436
308	-0.3218
319	-0.5218
330	0.1345
341	-0.2555
352	0.5236
363	-0.0064
374	0.0373
385	-0.1355
396	-0.2555
407	0.2045
418	0.7464
429	0.1927
440	-0.2236
451	0.4936
462	-0.3036
473	0.3464
484	0.6964
495	0.0627
506	0.9245
517	-0.1782
528	0.3664
539	1.2045
550	0.0255
561	0.2427
572	0.4327
583	0.0009
594	0.2736
605	-0.1655
616	0.2218
627	0.6618
638	-0.0982
649	-0.4945
660	-0.2236
671	-0.4027
682	0.2655
693	-0.2009
704	-0.2700
715	0.3973
726	-0.0518
737	-0.2818
748	-0.0355
759	-0.5809
770	0.0445
781	0.0282
792	0.0082
803	-0.0555
814	-0.3564
825	-0.4582
836	0.3955
