0	0.3182
11	-0.0055
22	0.3755
33	0.8073
44	-0.0191
55	0.3855
66	0.0164
77	0.3455
88	0.2564
99	0.2700
110	0.5127
121	0.5100
132	-0.0836
143	0.0500
154	0.6091
165	0.3100
176	0.0027
187	0.6382
198	0.6827
209	0.2064
220	0.0291
231	-0.0945
242	0.0473
253	0.2436
264	0.3055
275	0.8118
286	-0.0409
297	0.2645
308	0.0836
319	0.3864
330	0.0491
341	0.0564
352	-0.0527
363	0.4136
374	0.0682
385	0.2891
396	0.1336
407	-0.0782
418	0.2418
429	0.3082
440	-0.1927
451	0.2891
462	0.3564
473	0.0236
484	0.7218
495	0.5945
506	0.8700
517	0.6145
528	0.2927
539	0.8655
550	0.3736
561	0.5673
572	0.2391
583	0.4400
594	0.2564
605	0.3064
616	0.8718
627	0.2036
638	0.1427
649	0.5027
660	0.6636
671	0.9927
682	0.2464
693	0.4345
704	0.4045
715	0.6273
726	0.4218
737	0.3655
748	0.4282
759	0.3445
770	0.8282
781	0.7364
792	-0.0536
803	0.5955
814	0.7282
825	0.4636
836	0.3100
847	0.2336
858	0.8418
869	0.1045
880	0.2118
891	0.2636
902	-0.1082
913	0.4618
