0	0.3564
11	0.0891
22	-0.0736
33	0.2373
44	0.0318
55	0.1382
66	0.5509
77	0.1509
88	0.2336
99	0.1373
110	0.3073
121	0.2273
132	0.5355
143	0.6173
154	0.2773
165	-0.1109
176	0.5745
187	0.5345
198	0.0791
209	-0.0373
220	0.7491
231	0.2327
242	0.1400
253	0.2873
264	0.7836
275	0.5527
286	0.2382
297	0.2264
308	0.1727
319	-0.1136
330	0.5309
341	0.0209
352	0.6545
363	0.1182
374	0.3964
385	0.1545
396	0.2336
407	0.8009
418	0.1164
429	-0.0173
440	-0.0427
451	0.4600
462	0.5073
473	0.4236
484	0.2100
495	0.7991
506	0.4500
517	0.4582
528	0.0964
539	0.6627
550	0.7864
561	0.3318
572	1.0282
583	0.3845
594	0.5818
