0	-0.0509
11	0.3355
22	0.1191
33	0.1545
44	0.0945
55	0.1564
66	-0.0255
77	0.0027
88	-0.0618
99	0.0118
110	-0.0118
121	0.2900
132	0.0491
143	-0.0564
154	0.1491
165	0.2536
176	0.1973
187	0.0836
198	0.1409
209	0.1736
220	0.0891
231	0.1536
242	0.0873
253	0.1845
264	-0.0691
275	0.0373
286	-0.0945
297	0.0118
308	0.0145
319	0.0673
330	-0.0164
341	-0.0336
352	0.0800
363	0.0773
374	-0.0164
385	-0.1264
396	-0.0755
407	0.1173
418	0.3455
429	0.0355
440	-0.0945
451	0.1018
462	0.0836
473	0.0327
484	-0.0673
495	0.1745
506	0.0891
517	0.0427
528	0.0745
539	-0.0345
