0	0.0755
11	0.0191
22	0.1509
33	-0.1691
44	-0.1836
55	0.1391
66	0.1136
77	-0.1555
88	0.2100
99	0.0900
110	-0.0909
121	0.0882
132	0.1164
143	-0.0273
154	0.1455
165	0.1309
176	-0.0145
187	0.0236
198	-0.0082
209	-0.0900
220	0.0091
231	0.0336
242	0.2045
253	-0.0236
264	-0.2109
275	-0.0091
286	-0.0864
297	0.1355
308	-0.2018
319	0.1118
330	0.0445
341	-0.3227
352	-0.0564
363	-0.2155
374	-0.3291
385	-0.0936
396	0.2591
407	0.1100
418	-0.1755
429	0.2400
440	-0.0291
451	-0.2082
462	-0.2182
473	0.1636
484	0.0755
495	-0.1964
506	-0.4900
