0	-0.1682
11	0.1509
22	0.0264
33	-0.2155
44	0.0491
55	-0.1564
66	-0.2036
77	0.1355
88	0.5436
99	0.1145
110	0.2864
121	0.0236
132	0.1691
143	0.0036
154	-0.0291
165	-0.2200
176	-0.0845
187	-0.0809
198	-0.0118
209	0.0027
220	-0.2764
231	0.0500
242	0.0927
253	0.0500
264	-0.0673
275	0.0336
286	-0.0836
297	-0.0627
308	-0.0127
319	-0.0500
330	0.0682
341	-0.1827
352	0.5591
363	-0.0818
374	0.3336
385	-0.0818
396	0.1491
407	0.1345
418	0.0809
429	0.2691
440	0.3727
451	0.2682
462	0.2445
473	-0.0755
484	0.2473
495	0.3236
506	0.1427
517	0.0809
528	0.1564
539	0.0900
550	0.2545
561	0.3482
572	0.0382
583	-0.0200
594	0.1973
605	0.2009
616	0.1518
627	-0.0255
638	0.2745
649	-0.0736
660	0.1855
671	0.1636
682	0.3609
693	0.4173
704	0.2518
715	-0.0182
