0	-0.6427
11	0.1991
22	0.2300
33	0.2964
44	0.5473
55	0.2591
66	-0.1136
77	0.3864
88	-0.2073
99	0.1291
110	0.6027
121	-0.4436
132	0.3882
143	0.1873
154	0.4636
165	0.4127
176	0.2364
187	0.4527
198	0.0955
209	0.1627
220	0.2545
231	0.2936
242	0.2100
253	0.5018
264	0.2836
275	0.8682
286	0.1555
297	0.3636
308	0.0527
319	-0.2309
330	0.0727
341	-0.1918
352	0.3718
363	0.2482
374	0.0473
385	0.2745
396	0.1891
407	0.1045
418	0.4891
429	0.1545
440	-0.0718
451	0.3118
462	0.9700
473	0.1809
484	0.1209
495	0.1936
506	-0.2082
517	-0.1655
528	0.2464
